       0          71.99368194         625.55751531       -4527.08079059       -3901.52327528
      10          68.60760289         596.13566687       -4497.57605860       -3901.44039173
      20          64.89094421         563.84139179       -4465.40683919       -3901.56544741
      30          64.77766251         562.85708013       -4464.45394311       -3901.59686299
      40          65.07475581         565.43854202       -4467.28967125       -3901.85112923
      50          61.95252208         538.30926175       -4440.15177975       -3901.84251800
      60          61.17369321         531.54197001       -4433.35470003       -3901.81273002
      70          66.08793845         574.24214807       -4476.05882192       -3901.81667384
      80          68.51495822         595.33067162       -4497.20159775       -3901.87092613
      90          66.90974382         581.38286530       -4483.39620345       -3902.01333814
     100          64.68831629         562.08074537       -4464.30794024       -3902.22719486
     110          63.11178599         548.38217696       -4450.23262290       -3901.85044594
     120          61.89522623         537.81141462       -4439.77660727       -3901.96519265
     130          58.55935294         508.82580713       -4410.98346211       -3902.15765498
     140          55.58866071         483.01328029       -4385.23115181       -3902.21787152
     150          57.82388236         502.43525820       -4404.78040310       -3902.34514490
     160          60.49290176         525.62653138       -4428.10322513       -3902.47669375
     170          59.00671729         512.71298343       -4415.25735631       -3902.54437289
     180          58.15071625         505.27513786       -4407.87269829       -3902.59756043
     190          58.83399998         511.21223214       -4413.93444672       -3902.72221457
     200          59.26089478         514.92154715       -4417.65117484       -3902.72962769
     210          57.92344944         503.30040262       -4406.11645490       -3902.81605228
     220          54.62132373         474.60802998       -4377.17537711       -3902.56734714
     230          54.11386078         470.19865330       -4372.49511072       -3902.29645742
     240          58.39576027         507.40434037       -4409.47074472       -3902.06640435
     250          62.81930890         545.84082556       -4447.81600465       -3901.97517909
     260          64.22338940         558.04096714       -4460.17621531       -3902.13524817
     270          62.38695162         542.08404671       -4444.18119006       -3902.09714334
     280          58.14284149         505.20671360       -4407.62012941       -3902.41341581
     290          55.30162396         480.51920035       -4382.72629345       -3902.20709310
     300          56.62383197         492.00794678       -4394.43571747       -3902.42777069
     310          58.48585660         508.18719293       -4410.71576846       -3902.52857553
     320          57.71198055         501.46293648       -4404.08070363       -3902.61776715
     330          57.46639399         499.32901986       -4401.83859523       -3902.50957537
     340          57.23138458         497.28700861       -4399.75982994       -3902.47282133
     350          56.20918839         488.40508334       -4390.65492224       -3902.24983890
     360          56.80384379         493.57208050       -4395.86180923       -3902.28972874
     370          56.18975222         488.23620124       -4390.41499596       -3902.17879472
     380          54.10673868         470.13676892       -4372.17320035       -3902.03643143
     390          55.46147974         481.90819703       -4383.89876495       -3901.99056793
     400          59.05180373         513.10474226       -4415.00787711       -3901.90313485
     410          60.52187903         525.87831664       -4427.95859983       -3902.08028318
     420          57.70767444         501.42552046       -4403.79831424       -3902.37279378
     430          56.33014757         489.45610504       -4391.88594231       -3902.42983727
     440          57.29176731         497.81167790       -4400.11190489       -3902.30022699
     450          59.11589871         513.66166742       -4415.88019600       -3902.21852858
     460          63.41018179         550.97495637       -4453.18563188       -3902.21067551
