     470          63.57606322         552.41631030       -4454.45753517       -3902.04122487
     480          58.99886651         512.64476751       -4414.54628208       -3901.90151457
     490          57.55574903         500.10543122       -4401.88822183       -3901.78279060
     500          60.10202343         522.23016556       -4424.03649064       -3901.80632508
     510          61.13886847         531.23937567       -4432.89125014       -3901.65187446
     520          62.84081332         546.02767884       -4447.60391892       -3901.57624008
     530          66.59705568         578.66589892       -4480.27222648       -3901.60632756
     540          64.58049935         561.14391733       -4462.95682791       -3901.81291059
     550          60.67967961         527.24945553       -4429.24717316       -3901.99771763
     560          60.37482758         524.60057753       -4426.78347697       -3902.18289944
     570          59.63360682         518.16006492       -4420.29302249       -3902.13295757
     580          56.62325825         492.00296169       -4394.14958206       -3902.14662037
     590          54.44689849         473.09243839       -4375.25483228       -3902.16239390
     600          56.54363520         491.31111215       -4393.53985709       -3902.22874494
     610          61.52766678         534.61766801       -4436.86371832       -3902.24605030
     620          63.46921243         551.48787718       -4453.77963916       -3902.29176198
     630          59.47410149         516.77411340       -4419.16852697       -3902.39441357
     640          54.28692599         471.70242748       -4373.93240536       -3902.22997788
     650          54.96817088         477.62180608       -4379.70760808       -3902.08580200
     660          58.08616451         504.71424390       -4406.74280411       -3902.02856021
     670          60.18644205         522.96368412       -4425.14002514       -3902.17634103
     680          61.51157345         534.47783208       -4436.50598874       -3902.02815666
     690          60.67125455         527.17624965       -4429.23558364       -3902.05933399
     700          58.52899718         508.56204410       -4410.74150293       -3902.17945883
     710          56.94488840         494.79762575       -4396.98263128       -3902.18500553
     720          57.32767728         498.12370181       -4400.30213589       -3902.17843409
     730          58.35024119         507.00882232       -4409.27471744       -3902.26589512
     740          57.74166765         501.72088953       -4404.03554759       -3902.31465805
     750          54.85259176         476.61753200       -4378.95712626       -3902.33959427
     760          52.46951657         455.91084566       -4358.05777422       -3902.14692856
     770          55.81563521         484.98547560       -4387.05829756       -3902.07282196
     780          59.32191663         515.45176975       -4417.57910189       -3902.12733214
     790          60.05229880         521.79810524       -4423.88870892       -3902.09060367
     800          58.92383323         511.99279875       -4414.24143365       -3902.24863490
     810          58.74316974         510.42300262       -4412.46023153       -3902.03722891
     820          60.41794224         524.97520348       -4426.98392752       -3902.00872404
     830          60.52655177         525.91891834       -4428.00096681       -3902.08204847
     840          57.40313303         498.77934149       -4400.77752744       -3901.99818595
     850          54.09428669         470.02857282       -4371.98590085       -3901.95732803
     860          53.81920648         467.63838399       -4369.71835283       -3902.07996884
     870          56.37995753         489.88890685       -4391.92701769       -3902.03811084
     880          58.15783653         505.33700646       -4407.39610242       -3902.05909595
     890          58.02355348         504.17021280       -4406.27249199       -3902.10227919
     900          57.60806056         500.55996933       -4402.45122416       -3901.89125483
     910          57.65157702         500.93808649       -4402.74895738       -3901.81087089
     920          56.50724300         490.99489805       -4392.85404444       -3901.85914639
     930          54.82910494         476.41345363       -4378.27031903       -3901.85686539
     940          53.36817684         463.71935981       -4365.57038665       -3901.85102684
     950          53.29837558         463.11285234       -4365.11000801       -3901.99715567
     960          54.75796897         475.79534878       -4377.88547469       -3902.09012591
     970          56.00587656         486.63849437       -4388.78320374       -3902.14470937
     980          56.42408599         490.27234174       -4392.43665504       -3902.16431330
     990          57.76620283         501.93407724       -4403.99242150       -3902.05834426
    1000          60.13139886         522.48541052       -4424.28355855       -3901.79814804
